point_index,z_x,z_y,ball_count,F_hat_x,F_hat_y,v_hat_x,v_hat_y,u_hat_x,u_hat_y,direction_signal,cylinder_count,cylinder_axial_average,cylinder_average_x,cylinder_average_y,contracted_x,contracted_y,smoothing_count,final_x,final_y,pre_smoothing_se_sampling,pre_smoothing_noise_only_se,final_se_sampling,final_noise_only_se,final_se_direction
12,0.37466580003449995,0.7549742592884976,155,0.37414613810203057,0.7714164659483506,-0.0005196619324693841,0.016442206659852965,-0.0315895908979899,0.9995009243351892,0.016450416662485208,80,0.01446448658067378,0.3774866130879002,0.7695351211713524,0.3774866130879002,0.7695351211713524,23,0.3746281767168142,0.7715555372234317,0.006796376202423477,0.006708203932499369,0.006378062056619077,0.006265734100994105,0.0017937621657664732
13,1.1004630806840803,-0.5230263099551155,121,1.0858486205399933,-0.5061381192445384,-0.01461446014408696,0.01688819071057701,-0.6543685445707396,0.7561757784248131,0.022333683770930535,68,0.029893083107384158,1.0840732963825594,-0.49767754270406867,1.0840732963825594,-0.49767754270406867,22,1.0837754228049923,-0.499564424316844,0.007318473972427826,0.007276068751089989,0.006976992318765792,0.006865358465960427,0.002318170114782727
14,1.195212412874098,0.377118216709382,150,1.2216773258576148,0.38258107957008486,0.02646491298351683,0.005462862860702855,0.9793530939948077,0.20215715986033503,0.027022851253336765,102,0.0355826172228999,1.2315081988959982,0.37729741829394786,1.2315081988959982,0.37729741829394786,23,1.2338348907084973,0.37397877588851897,0.0074039674645100416,0.005940885257860046,0.006626168563111219,0.005598714719906851,0.001918130004481635
15,0.6987725969577967,-0.7340357606710461,142,0.6731711362027597,-0.7075428417160194,-0.025601460755036998,0.0264929189550267,-0.6949047715559804,0.7191017719827497,0.036841682203033466,96,0.05029289359435504,0.6616070988843826,-0.7000121876538014,0.6616070988843826,-0.7000121876538014,26,0.6575837544550343,-0.7035761040889212,0.006608497892761527,0.0061237243569579455,0.00787341154343651,0.004968666979834771,0.00167611830200542
16,0.39391879616072467,0.8311776548257488,137,0.38673778343647214,0.7830249094351401,-0.0071810127242525335,-0.04815274539060865,-0.14749872544710327,-0.9890622457618531,0.048685252719880785,86,0.05743781102644259,0.3882165696101628,0.7739550279177436,0.3882165696101628,0.7739550279177436,19,0.38381044723909763,0.7711029971963989,0.006666144133401636,0.0064699663922063045,0.006296014592172924,0.0061946693267271365,0.0018360338328570762
17,-0.6187723744237087,0.7230876275255367,157,-0.6055423520608014,0.7168000253962561,0.013230022362907268,-0.0062876021292805895,0.9031890761824042,-0.42924292966195177,0.01464812043434789,144,0.027888794677667878,-0.589668158879175,0.7193550439084957,-0.589668158879175,0.7193550439084957,43,-0.5897188469666047,0.7206490624593749,0.008386593510248215,0.005,0.005618713530807394,0.005503909962794318,0.001171800401357308
18,-0.29599119876458185,-0.8037545262178148,136,-0.3022918223729426,-0.7805041978062687,-0.006300623608360756,0.023250328411546173,-0.2615570139488715,0.9651880275128519,0.024088910915584873,85,0.03393191212863456,-0.317750829147653,-0.7744954312269878,-0.317750829147653,-0.7744954312269878,30,-0.3206620725003037,-0.7751134903378724,0.007454202553261109,0.006507913734559685,0.006458303556064115,0.006180123147617577,0.0018198993938708344
19,0.6406932361653612,-0.6411513296439706,136,0.6511127629035255,-0.6960402899490218,0.010419526738164264,-0.05488896030505119,0.1864986747334576,-0.9824552123749275,0.0558691730815555,88,0.07071736176775179,0.6490650712473168,-0.7115423507804011,0.6490650712473168,-0.7115423507804011,29,0.6473814466642436,-0.7065772740643946,0.005741921215258794,0.006396021490668312,0.007486863506503547,0.005106482783748194,0.0015666503126341852
20,0.9837501960285133,0.5518273022261322,140,0.994841764912885,0.5681068695648975,0.011091568884371683,0.016279567338765344,0.5630548405077014,0.8264195342444702,0.019698914006974023,85,0.023026616587021265,0.9974892513963123,0.5703297387303198,0.9974892513963123,0.5703297387303198,36,0.9970015850607188,0.5690342711646322,0.005784789456182774,0.006507913734559685,0.005781280413409833,0.006157281205647522,0.006970570197355174
21,-0.596733931147445,0.738466468456555,162,-0.5891157765116278,0.7216629681186809,0.007618154635817165,-0.016803500337874033,0.41291332411971676,-0.9107703260231998,0.018449767035389777,101,0.01997063477301106,-0.5869687862173376,0.7209664732722547,-0.5869687862173376,0.7209664732722547,44,-0.5852936214691385,0.7214718330538074,0.005509353025408463,0.0059702231412599345,0.005605772486304391,0.005514641332961813,0.0011779133894371447
22,0.4665183810339709,-0.7589174400973471,164,0.4769323277869931,-0.7525396312489117,0.010413946753022207,0.006377808848435418,0.8527811683447404,0.5222683973940788,0.012211745685280335,184,0.042000553796887,0.5060649286217027,-0.7430711764093385,0.5060649286217027,-0.7430711764093385,23,0.5022513388692128,-0.748442943279122,0.010208625177555553,0.004423258684646914,0.006513300301882171,0.0057544767050232365,0.002070702435920914
23,-1.1479072898978506,0.4507601726196271,127,-1.146600599298604,0.4497708419122385,0.001306690599246707,-0.0009893307073886026,0.7972643329190164,-0.603630336758513,0.0016389678370064957,72,0.002847099930948742,-1.1439969560264853,0.45120824452394537,-1.1439969560264853,0.45120824452394537,22,-1.1437235120908564,0.4532788701609373,0.007337743361448225,0.007071067811865475,0.007011820443539294,0.006554186170555679,0.002300816480866912
24,0.16559761544510773,-0.880077901021127,111,0.14793735305825997,-0.804498808469332,-0.017660262386847758,0.07557909255179507,-0.22753679617926026,0.9737694831860761,0.07761497341702253,84,0.09675049246398222,0.1412932316830376,-0.7864003393140321,0.1412932316830376,-0.7864003393140321,33,0.14241782294310898,-0.7842600847948943,0.005906146213756695,0.006546536707079772,0.007516570168759569,0.005501660002666302,0.001389398168830793
25,-0.8954979231809352,-0.6186445247205655,133,-0.8998869154386387,-0.61362685148465,-0.004388992257703506,0.00501767323591551,-0.6583795530534489,0.7526860993276951,0.0066663556566241,158,0.01299303355601074,-0.904581031463945,-0.6093273594499825,-0.904581031463945,-0.6093273594499825,12,-0.9099822586161034,-0.6110336154230499,0.011096241100577196,0.00477334370505438,0.008571316863590759,0.006084662887306836,0.0026869036392335103
26,-0.9197495411352258,-0.7130637160774861,95,-0.8852666294556718,-0.6452559834225778,0.034482911679553974,0.06780773265490825,0.45329267054419053,0.8913617418483452,0.07607206981343041,71,0.0959246880292028,-0.8679480011569786,-0.6317909552745136,-0.8679480011569786,-0.6317909552745136,12,-0.8678006093531523,-0.631816797472628,0.006804420540041607,0.007120689949163119,0.00717533679612099,0.006679078114420545,0.0036856260807432515
27,-1.1987623079309955,0.28277994062197753,112,-1.2424719954490098,0.3196152760664885,-0.043709687518014295,0.03683533544451095,-0.7646768872082407,0.6444138873189462,0.05716098949661473,68,0.0778680141503934,-1.263483344618378,0.32681582165715795,-1.263483344618378,0.32681582165715795,27,-1.262083527837573,0.32681915437293013,0.007648551391184632,0.007276068751089989,0.006883671109176167,0.006678265411652122,0.0023280999938343006
28,0.8104366872287606,0.6414274170918095,132,0.8166875417610822,0.6496159361965818,0.006250854532321548,0.008188519104772252,0.6067789196111839,0.7948706452722257,0.010301700224403009,77,0.009134307099732342,0.8183776392203533,0.6468571116657128,0.8183776392203533,0.6468571116657128,21,0.8161542941131158,0.6488253753259317,0.006899295661604699,0.006837634587578276,0.006765368915291249,0.006338118278117863,0.002027435308823274
29,1.1987966453077559,-0.2943866995116862,111,1.246746816560273,-0.33374831490121243,0.047950171252517215,-0.039361615389526206,0.7729319771217339,-0.6344888956811517,0.062036728550260566,74,0.08459909628359583,1.2595888038769945,-0.35366416397668643,1.2595888038769945,-0.35366416397668643,19,1.2560625415504447,-0.35165638112378256,0.0071698767854985555,0.0069748583246291565,0.006713551584362279,0.006272653109796307,0.002447068815282002
30,-0.14463736862539414,0.7365291125342172,133,-0.1287160860420037,0.7799729002693335,0.015921282583390428,0.04344378773511637,0.34410021018876036,0.9389329290998645,0.04626931955274487,83,0.056943702961204996,-0.12266097065793768,0.7891224536248874,-0.12266097065793768,0.7891224536248874,20,-0.12477887988766256,0.7884886740816677,0.00729696245747223,0.00658585559938142,0.0078072982097687135,0.005205814763402864,0.0017495309118050555
31,0.033355243431935244,0.8487166224744532,119,0.015901959477806957,0.8051200694139331,-0.017453283954128287,-0.04359655306052013,-0.3716598299174391,-0.9283689842006465,0.04696037222533674,85,0.06783188121530097,0.007104186156405665,0.7861602265570161,0.007104186156405665,0.7861602265570161,16,0.00636867436814272,0.7913632231484924,0.006803414864441991,0.006507913734559685,0.007287819633680877,0.0057227275198423145,0.002468832776590242
32,0.3602421993726534,0.7598093045595353,159,0.35750983285793986,0.7718009987580948,-0.0027323665147135356,0.0119916941985595,-0.22216083246153148,0.9750100330355578,0.012299046976188575,89,0.013203936382653434,0.3577272639687657,0.7727786236550217,0.3577272639687657,0.7727786236550217,26,0.35896065270009453,0.7732173485525886,0.0069351637336641445,0.00635998728003816,0.006399612322268868,0.006106235918688367,0.001784324609115665
33,1.4179364146914155,-0.08016350244350569,135,1.392531751574846,-0.07185124290304612,-0.025404663116569415,0.008312259540459568,-0.9504191768693825,0.3109716839825219,0.02672995635489036,92,0.038746982067062015,1.3850450118186763,-0.05608940692844886,1.3850450118186763,-0.05608940692844886,26,1.3855356088509736,-0.05679504661628703,0.0061962325409326505,0.006255432421712243,0.0070068729498696134,0.005493216394770235,0.0023196846925812305
